"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: backoff","Param: queueSize"
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","avgt",1,5,145.788368,5.283013,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:drops","avgt",1,5,3379.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offers","avgt",1,5,34300130.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","avgt",1,5,154.802216,10.919479,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:drops","avgt",1,5,4114.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offers","avgt",1,5,32307862.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","avgt",1,5,216.313608,10.617593,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:drops","avgt",1,5,12224.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offers","avgt",1,5,23108956.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","avgt",1,5,198.703129,5.212398,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:drops","avgt",1,5,573.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offers","avgt",1,5,25167500.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","avgt",1,5,204.209949,8.895944,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:drops","avgt",1,5,0.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offers","avgt",1,5,24491529.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","avgt",1,5,207.187496,6.325348,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:drops","avgt",1,5,599.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offers","avgt",1,5,24137824.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,107.598321,20.008388,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,33374960.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,59834817.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,135.387939,50.012476,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,44826.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,74506801.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,138.242994,44.765619,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,13281.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,73258304.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,138.708180,26.731226,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,1894.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,72411745.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,156.427865,51.621217,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,17865708.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,46691775.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,168.670802,122.590454,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,17402.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,62284967.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,174.961874,118.824149,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,4558.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,59228823.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,154.043095,17.197731,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,1528.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,65007590.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,191.200035,103.638206,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,8766258.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,45345742.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,170.718045,21.398783,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,91431.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,58611567.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,197.803090,79.418475,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,23483.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,51136035.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,208.470234,98.810803,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,0.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,49543405.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,258.716529,62.008655,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,316099.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,38707455.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,273.754707,151.711352,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,26616.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,37599456.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,223.334872,13.656865,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,589.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,44824118.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,263.743438,126.253145,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,4003.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,38432126.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,244.160671,23.712585,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,47092675.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,35197876.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,233.757316,22.893125,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,6347960.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,79962028.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,232.223003,7.722525,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,232698.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,86286984.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,232.604727,31.593571,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,7359.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,86996456.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,255.678215,31.773260,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,45862845.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,33015108.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,321.650238,36.031762,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,109524.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,62812544.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,282.930910,27.661156,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,76657.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,71259229.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,325.468991,16.827741,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,8945.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,62081065.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,315.644257,37.685475,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,26900380.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,36784093.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,359.260354,12.308206,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,84118.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,55856962.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,357.379265,28.361773,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,30214.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,56809296.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,369.426960,50.108998,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,7492.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,54478670.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,524.876794,103.939438,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,6256292.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,32122802.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,485.726249,33.190116,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,77939.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,41297280.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,507.341233,65.794183,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,10734.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,39828397.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,530.952587,25.234501,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,0.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,37848722.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,334.608609,11.910761,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,99598260.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,20018002.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,372.813083,22.485884,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,38838619.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,68538927.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,420.021178,25.423531,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,1574777.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,93728666.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,469.440100,60.026425,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,359223.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,84985384.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,425.645177,20.035748,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,75200970.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,19008363.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,526.427398,143.289817,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,16143486.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,60120022.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,550.231365,64.524005,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,937282.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,71909693.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,527.928767,32.921845,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,42064.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,75769008.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,518.217109,41.228667,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,55538697.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,21716990.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,602.885313,230.900564,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,8552032.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,58302122.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,578.142376,30.506065,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,34939.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,69183227.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,637.973932,66.525071,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,384641.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,62398192.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,806.675838,39.892297,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,25394558.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,24213896.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,821.278448,52.407987,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,213737.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,48529549.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,875.454297,80.196510,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,15594.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,45714314.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,934.940546,404.542637,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,159854.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,43060402.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1","avgt",1,5,67.933363,1.650957,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1:drops","avgt",1,5,62851.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1:offers","avgt",1,5,73555375.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1","avgt",1,5,71.187898,7.019114,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1:drops","avgt",1,5,35682.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1:offers","avgt",1,5,70253601.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1","avgt",1,5,62.863728,16.063507,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1:drops","avgt",1,5,14698.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1:offers","avgt",1,5,79811462.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1","avgt",1,5,75.247282,2.018410,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1:drops","avgt",1,5,688.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1:offers","avgt",1,5,66463153.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1","avgt",1,5,70.270255,12.266579,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerManyToOneArrayQueue1:drops","avgt",1,5,32046.000000,NaN,"#",5,256
