"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: backoff","Param: queueSize"
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,41190292.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,234.358855,27.012104,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,237004.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,42497199.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","avgt",2,5,267.179985,28.026369,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:drops","avgt",2,5,70375.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offers","avgt",2,5,37858559.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,195.085558,7.201963,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,59171402.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,43590078.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,201.202759,7.087587,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,6847309.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,92727271.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,216.717833,9.000314,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,753897.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,92200456.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,271.016794,11.529383,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,205468.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,74449569.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,319.102188,9.797360,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,25783163.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,37129888.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,309.072784,23.616422,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,3812628.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,62143035.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,242.503498,8.350031,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,440810.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,82700135.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,257.746718,5.996397,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,456216.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,77521817.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,272.126380,16.984313,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,34257650.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,39552597.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,359.076068,12.527821,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,219224.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,56408462.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,295.707464,7.727394,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,386223.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,67675079.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,303.882521,26.470395,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,327635.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,65684230.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,501.684224,30.481289,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,7149233.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,33389327.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,434.381659,16.375845,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,460221.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,45792659.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,482.090250,29.700016,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,158853.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,41487324.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4","avgt",4,5,480.362265,20.857502,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:drops","avgt",4,5,276901.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue4:offers","avgt",4,5,41488011.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,432.143374,46.477578,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,73545899.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,19541376.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,431.611683,185.198433,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,27027298.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,67288519.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,393.110067,40.668290,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,5427163.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,96505331.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,519.268001,38.637643,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,579576.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,76847477.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,511.107293,45.131984,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,56704770.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,22190071.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,526.510276,303.198751,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,19329644.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,58113450.000000,NaN,"#",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,512.865303,29.172841,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,1022457.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,77239630.000000,NaN,"#",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,490.753449,29.201946,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,408580.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,81156049.000000,NaN,"#",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,541.562877,65.412186,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,50066254.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,24124441.000000,NaN,"#",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,724.607325,465.113299,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,4929048.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,51774751.000000,NaN,"#",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,557.754365,62.056563,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,339881.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,71475481.000000,NaN,"#",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,699.471648,314.941913,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,1085714.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,56899666.000000,NaN,"#",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,886.781409,58.814505,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,20914266.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,24309662.000000,NaN,"#",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,831.111288,77.057433,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,596664.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,47710623.000000,NaN,"#",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,883.901443,382.530272,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,803765.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,45016088.000000,NaN,"#",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8","avgt",8,5,768.947677,45.487426,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:drops","avgt",8,5,690804.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue8:offers","avgt",8,5,51846546.000000,NaN,"#",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,148.543236,14.793335,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,49503.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,33633441.000000,NaN,"#",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,163.786497,28.886533,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,38187.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,30546927.000000,NaN,"#",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,154.590776,42.748677,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,53829.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,32430535.000000,NaN,"#",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,156.106246,32.640932,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,42767.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,32068961.000000,NaN,"#",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,171.207121,20.571409,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:drops","avgt",1,5,55542.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1:offers","avgt",1,5,29175963.000000,NaN,"#",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerDisruptor1","avgt",1,5,161.399129,16.171877,"ns/op",5,1024
