"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: backoff","Param: queueSize"
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.95","sample",1,1,1328.000000,NaN,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.99","sample",1,1,6456.000000,NaN,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.999","sample",1,1,21241.856000,NaN,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.9999","sample",1,1,31557.580800,NaN,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p1.00","sample",1,1,47808.000000,NaN,"ns/op",0,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","sample",1,128773,366.751501,13.556523,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.00","sample",1,1,50.000000,NaN,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.50","sample",1,1,53.000000,NaN,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.90","sample",1,1,220.000000,NaN,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.95","sample",1,1,1278.000000,NaN,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.99","sample",1,1,6520.000000,NaN,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.999","sample",1,1,20711.232000,NaN,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.9999","sample",1,1,29599.385600,NaN,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p1.00","sample",1,1,36352.000000,NaN,"ns/op",5,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","sample",1,122021,437.084412,15.794711,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.00","sample",1,1,51.000000,NaN,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.50","sample",1,1,54.000000,NaN,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.90","sample",1,1,403.800000,NaN,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.95","sample",1,1,3396.000000,NaN,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.99","sample",1,1,6568.000000,NaN,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.999","sample",1,1,21117.888000,NaN,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.9999","sample",1,1,32824.825600,NaN,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p1.00","sample",1,1,119296.000000,NaN,"ns/op",5,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","sample",1,123131,441.666307,15.672251,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.00","sample",1,1,48.000000,NaN,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.50","sample",1,1,52.000000,NaN,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.90","sample",1,1,397.000000,NaN,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.95","sample",1,1,3416.000000,NaN,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.99","sample",1,1,6472.000000,NaN,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.999","sample",1,1,22359.552000,NaN,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.9999","sample",1,1,31869.350400,NaN,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p1.00","sample",1,1,58624.000000,NaN,"ns/op",5,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","sample",1,132023,392.465442,13.782422,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.00","sample",1,1,50.000000,NaN,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.50","sample",1,1,54.000000,NaN,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.90","sample",1,1,406.600000,NaN,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.95","sample",1,1,1747.600000,NaN,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.99","sample",1,1,6496.000000,NaN,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.999","sample",1,1,21056.000000,NaN,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.9999","sample",1,1,30738.662400,NaN,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p1.00","sample",1,1,45184.000000,NaN,"ns/op",5,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","sample",1,120200,426.377521,15.167781,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.00","sample",1,1,54.000000,NaN,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.50","sample",1,1,58.000000,NaN,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.90","sample",1,1,423.000000,NaN,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.95","sample",1,1,3244.000000,NaN,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.99","sample",1,1,6504.000000,NaN,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.999","sample",1,1,20620.704000,NaN,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.9999","sample",1,1,33706.131200,NaN,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p1.00","sample",1,1,94080.000000,NaN,"ns/op",10,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","sample",1,108853,491.291292,18.037707,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.00","sample",1,1,55.000000,NaN,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.50","sample",1,1,59.000000,NaN,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.90","sample",1,1,531.000000,NaN,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.95","sample",1,1,3860.000000,NaN,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.99","sample",1,1,6720.000000,NaN,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.999","sample",1,1,22761.344000,NaN,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.9999","sample",1,1,32481.004800,NaN,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p1.00","sample",1,1,104576.000000,NaN,"ns/op",10,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","sample",1,121787,423.652319,14.959887,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.00","sample",1,1,54.000000,NaN,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.50","sample",1,1,57.000000,NaN,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.90","sample",1,1,406.000000,NaN,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.95","sample",1,1,3204.000000,NaN,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.99","sample",1,1,6480.000000,NaN,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.999","sample",1,1,21574.784000,NaN,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.9999","sample",1,1,30542.835200,NaN,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p1.00","sample",1,1,82048.000000,NaN,"ns/op",10,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","sample",1,111939,467.447270,17.026931,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.00","sample",1,1,54.000000,NaN,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.50","sample",1,1,59.000000,NaN,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.90","sample",1,1,438.000000,NaN,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.95","sample",1,1,3816.000000,NaN,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.99","sample",1,1,6544.000000,NaN,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.999","sample",1,1,23169.920000,NaN,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.9999","sample",1,1,33203.584000,NaN,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p1.00","sample",1,1,92800.000000,NaN,"ns/op",10,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","sample",1,169754,458.914706,12.046210,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.00","sample",1,1,75.000000,NaN,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.50","sample",1,1,78.000000,NaN,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.90","sample",1,1,612.000000,NaN,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.95","sample",1,1,3505.000000,NaN,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.99","sample",1,1,6568.000000,NaN,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.999","sample",1,1,17952.000000,NaN,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.9999","sample",1,1,30409.408000,NaN,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p1.00","sample",1,1,38144.000000,NaN,"ns/op",20,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","sample",1,172402,464.941091,12.548556,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.00","sample",1,1,76.000000,NaN,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.50","sample",1,1,80.000000,NaN,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.90","sample",1,1,573.000000,NaN,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.95","sample",1,1,3740.000000,NaN,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.99","sample",1,1,6464.000000,NaN,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.999","sample",1,1,21849.312000,NaN,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.9999","sample",1,1,30576.620800,NaN,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p1.00","sample",1,1,54208.000000,NaN,"ns/op",20,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","sample",1,166905,457.829088,12.669361,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.00","sample",1,1,74.000000,NaN,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.50","sample",1,1,78.000000,NaN,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.90","sample",1,1,456.000000,NaN,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.95","sample",1,1,3844.000000,NaN,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.99","sample",1,1,6536.000000,NaN,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.999","sample",1,1,19843.008000,NaN,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.9999","sample",1,1,29017.817600,NaN,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p1.00","sample",1,1,91904.000000,NaN,"ns/op",20,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1","sample",1,170883,514.222848,13.485403,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.00","sample",1,1,74.000000,NaN,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.50","sample",1,1,80.000000,NaN,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.90","sample",1,1,587.000000,NaN,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.95","sample",1,1,3900.000000,NaN,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.99","sample",1,1,6528.000000,NaN,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.999","sample",1,1,20899.712000,NaN,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p0.9999","sample",1,1,32303.910400,NaN,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue1:offerArrayBlockingQueue1·p1.00","sample",1,1,75136.000000,NaN,"ns/op",20,4096
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","sample",2,293524,461.544702,19.238470,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.00","sample",2,1,42.000000,NaN,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.50","sample",2,1,49.000000,NaN,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.90","sample",2,1,78.000000,NaN,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.95","sample",2,1,335.000000,NaN,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.99","sample",2,1,12880.000000,NaN,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.999","sample",2,1,27712.000000,NaN,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.9999","sample",2,1,52005.760000,NaN,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p1.00","sample",2,1,936960.000000,NaN,"ns/op",0,256
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","sample",2,275943,520.188597,34.697456,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.00","sample",2,1,47.000000,NaN,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.50","sample",2,1,51.000000,NaN,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.90","sample",2,1,82.000000,NaN,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.95","sample",2,1,433.000000,NaN,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.99","sample",2,1,13728.000000,NaN,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.999","sample",2,1,28163.584000,NaN,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.9999","sample",2,1,56834.252800,NaN,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p1.00","sample",2,1,2547712.000000,NaN,"ns/op",0,1024
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2","sample",2,282727,524.615293,23.132987,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.00","sample",2,1,44.000000,NaN,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.50","sample",2,1,49.000000,NaN,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.90","sample",2,1,82.000000,NaN,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.95","sample",2,1,412.000000,NaN,"ns/op",0,2048
"io.github.richardstartin.qb.SaturationBenchmark.offerArrayBlockingQueue2:offerArrayBlockingQueue2·p0.99","sample",2,1,13376.000000,NaN,"ns/op",0,2048
